0	x o ŋ͡m 1
sừn	ʂ ɯ n 2
sung	ʂ u ŋ͡m 1
súng	ʂ u ŋ͡m 5
sùng	ʂ u ŋ͡m 2
sũng	ʂ u ŋ͡m 3
sủng	ʂ u ŋ͡m 4
sưng	ʂ ɯ ŋ 1
sừng	ʂ ɯ ŋ 2
sững	ʂ ɯ ŋ 3
sửng	ʂ ɯ ŋ 4
sựng	ʂ ɯ ŋ 6
suối	ʂ uə j 5
sưởi	ʂ ɯə j 4
suôn	ʂ uə n 1
sườn	ʂ ɯə n 2
suông	ʂ uə ŋ 1
suồng	ʂ uə ŋ 2
sương	ʂ ɯə ŋ 1
sướng	ʂ ɯə ŋ 5
sường	ʂ ɯə ŋ 2
sượng	ʂ ɯə ŋ 6
suốt	ʂ uə t 5
sưót	s ' ' t
sướt	ʂ ɯə t 5
sượt	ʂ ɯə t 6
súp	ʂ u p 5
sụp	ʂ u p 6
sút	ʂ u t 5
sụt	ʂ u t 6
sứt	ʂ ɯ t 5
sựt	ʂ ɯ t 6
sưu	ʂ ɯ w 1
sửu	ʂ ɯ w 4
suy	ʂw ʷi 1
súy	ʂ u j 5
suyến	ʂw ʷiə n 5
suyễn	ʂw ʷiə n 3
suyển	ʂw ʷiə n 4
suýt	ʂw ʷi t 5
suỵt	ʂw ʷi t 6
sỹ	ʂ i 3
t	t i ' 5
ta	t a 1
tá	t a 5
tà	t a 2
tã	t a 3
tả	t a 4
tạ	t a 6
tác	t a k 5
tấc	t ɤ̆ k 5
tắc	t ă k 5
tạc	t a k 6
tặc	t ă k 6
tách	t a tʃ 5
tạch	t a tʃ 6
tai	t a j 1
tái	t a j 5
tài	t a j 2
tãi	t a j 3
tải	t a j 4
tại	t a j 6
tam	t a m 1
tám	t a m 5
tâm	t ɤ̆ m 1
tăm	t ă m 1
tấm	t ɤ̆ m 5
tầm	t ɤ̆ m 2
tắm	t ă m 5
tằm	t ă m 2
tẩm	t ɤ̆ m 4
tạm	t a m 6
tậm	t ɤ̆ m 6
tan	t a n 1
tán	t a n 5
tàn	t a n 2
tân	t ɤ̆ n 1
tăn	t ă n 1
tấn	t ɤ̆ n 5
tần	t ɤ̆ n 2
tắn	t ă n 5
tằn	t ă n 2
tản	t a n 4
tẩn	t ɤ̆ n 4
tẳn	t ă n 4
tận	t ɤ̆ n 6
tặn	t ă n 6
tang	t a ŋ 1
táng	t a ŋ 5
tàng	t a ŋ 2
tâng	t ɤ̆ ŋ 1
tăng	t ă ŋ 1
tầng	t ɤ̆ ŋ 2
tằng	t ă ŋ 2
tảng	t a ŋ 4
tạng	t a ŋ 6
tặng	t ă ŋ 6
tanh	t ɛ ɲ 1
tánh	t ɛ ɲ 5
tành	t ɛ ɲ 2
tạnh	t ɛ ɲ 6
tao	t a w 1
táo	t a w 5
tào	t a w 2
tảo	t a w 4
tạo	t a w 6
táp	t a p 5
tấp	t ɤ̆ p 5
tắp	t ă p 5
tạp	t a p 6
tập	t ɤ̆ p 6
tát	t a t 5
tất	t ɤ̆ t 5
tắt	t ă t 5
tạt	t a t 6
tật	t ɤ̆ t 6
táu	t ă w 5
tàu	t ă w 2
tâu	t ɤ̆ w 1
tấu	t ɤ̆ w 5
tẩu	t ɤ̆ w 4
tậu	t ɤ̆ w 6
taxi	t æ k ' 5   s i ' 1
tay	t ă j 1
táy	t ă j 5
tày	t ă j 2
tây	t ɤ̆ j 1
tấy	t ɤ̆ j 5
tầy	t ɤ̆ j 2
tẩy	t ɤ̆ j 4
te	t ɛ 1
té	t ɛ 5
tè	t ɛ 2
tê	t e 1
tẽ	t ɛ 3
tế	t e 5
tề	t e 2
tễ	t e 3
tẻ	t ɛ 4
tể	t e 4
tệ	t e 6
téc	t ɛ k 5
tếch	t e tʃ 5
tem	t ɛ m 1
tém	t ɛ m 5
tèm	t ɛ m 2
têm	t e m 1
tẻm	t ɛ m 4
ten	t ɛ n 1
tén	t ɛ n 5
tèn	t ɛ n 2
tên	t e n 1
tẽn	t ɛ n 3
teng	t ɛ ŋ 1
tênh	t e ɲ 1
tềnh	t e ɲ 2
tễnh	t e ɲ 3
tểnh	t e ɲ 4
teo	t eo 1
tèo	t eo 2
tẻo	t eo 4
tẹo	t eo 6
tép	t ɛ p 5
tẹp	t ɛ p 6
tệp	t e p 6
test	t ɛ s t ' 5
tét	t ɛ t 5
têt	t e t 1
tết	t e t 5
tẹt	t ɛ t 6
têu	t ɛu 1
tếu	t ɛu 5
tha	tʰ a 1
thá	tʰ a 5
thà	tʰ a 2
thả	tʰ a 4
thác	tʰ a k 5
thắc	tʰ ă k 5
thạc	tʰ a k 6
thach	tʰ a tʃ 1
thách	tʰ a tʃ 5
thạch	tʰ a tʃ 6
thai	tʰ a j 1
thái	tʰ a j 5
thài	tʰ a j 2
thãi	tʰ a j 3
thải	tʰ a j 4
tham	tʰ a m 1
thám	tʰ a m 5
thàm	tʰ a m 2
thâm	tʰ ɤ̆ m 1
thăm	tʰ ă m 1
thấm	tʰ ɤ̆ m 5
thầm	tʰ ɤ̆ m 2
thắm	tʰ ă m 5
thẫm	tʰ ɤ̆ m 3
thảm	tʰ a m 4
thẩm	tʰ ɤ̆ m 4
thẳm	tʰ ă m 4
thậm	tʰ ɤ̆ m 6
than	tʰ a n 1
thán	tʰ a n 5
thân	tʰ ɤ̆ n 1
thăn	tʰ ă n 1
thần	tʰ ɤ̆ n 2
thắn	tʰ ă n 5
thằn	tʰ ă n 2
thẫn	tʰ ɤ̆ n 3
thản	tʰ a n 4
thẩn	tʰ ɤ̆ n 4
thận	tʰ ɤ̆ n 6
thang	tʰ a ŋ 1
tháng	tʰ a ŋ 5
thàng	tʰ a ŋ 2
thăng	tʰ ă ŋ 1
thắng	tʰ ă ŋ 5
thằng	tʰ ă ŋ 2
thảng	tʰ a ŋ 4
thẳng	tʰ ă ŋ 4
thặng	tʰ ă ŋ 6
thanh	tʰ ɛ ɲ 1
thánh	tʰ ɛ ɲ 5
thành	tʰ ɛ ɲ 2
thảnh	tʰ ɛ ɲ 4
thạnh	tʰ ɛ ɲ 6
thao	tʰ a w 1
tháo	tʰ a w 5
thào	tʰ a w 2
thảo	tʰ a w 4
thạo	tʰ a w 6
tháp	tʰ a p 5
thấp	tʰ ɤ̆ p 5
thắp	tʰ ă p 5
thạp	tʰ a p 6
thập	tʰ ɤ̆ p 6
thất	tʰ ɤ̆ t 5
thắt	tʰ ă t 5
thật	tʰ ɤ̆ t 6
thau	tʰ ă w 1
tháu	tʰ ă w 5
thâu	tʰ ɤ̆ w 1
thấu	tʰ ɤ̆ w 5
thầu	tʰ ɤ̆ w 2
thẩu	tʰ ɤ̆ w 4
thay	tʰ ă j 1
tháy	tʰ ă j 5
thày	tʰ ɤ̆ j 2
thây	tʰ ɤ̆ j 1
thấy	tʰ ɤ̆ j 5
thầy	tʰ ɤ̆ j 2
thảy	tʰ ă j 4
the	tʰ ɛ 1
thé	tʰ ɛ 5
thè	tʰ ɛ 2
thê	tʰ e 1
thẽ	tʰ ɛ 3
thế	tʰ e 5
thề	tʰ e 2
thẻ	tʰ ɛ 4
thể	tʰ e 4
thệ	tʰ e 6
thếch	tʰ e tʃ 5
thèm	tʰ ɛ m 2
thêm	tʰ e m 1
thềm	tʰ e m 2
then	tʰ ɛ n 1
thèn	tʰ ɛ n 2
thẹn	tʰ ɛ n 6
thện	tʰ e n 6
thênh	tʰ e ɲ 1
theo	tʰ eo 1
thèo	tʰ eo 2
thẻo	tʰ eo 4
thẹo	tʰ eo 6
thép	tʰ ɛ p 5
thếp	tʰ e p 5
thẹp	tʰ ɛ p 6
thét	tʰ ɛ t 5
thết	tʰ e t 5
thêu	tʰ ɛu 1
thều	tʰ ɛu 2
thểu	tʰ ɛu 4
thi	tʰ i 1
thí	tʰ i 5
thì	tʰ i 2
thỉ	tʰ i 4
thị	tʰ i 6
thia	tʰ iə 1
thía	tʰ iə 5
thìa	tʰ iə 2
thích	tʰ i tʃ 5
thịch	tʰ i tʃ 6
thiếc	tʰ iə k 5
thiêm	tʰ iə m 1
thiềm	tʰ iə m 2
thiểm	tʰ iə m 4
thiên	tʰ iə n 1
thiến	tʰ iə n 5
thiền	tʰ iə n 2
thiển	tʰ iə n 4
thiện	tʰ iə n 6
thiêng	tʰ iə ŋ 1
thiềng	tʰ iə ŋ 2
thiếp	tʰ iə p 5
thiệp	tʰ iə p 6
thiết	tʰ iə t 5
thiệt	tʰ iə t 6
thiêu	tʰ iə w 1
thiếu	tʰ iə w 5
thiều	tʰ iə w 2
thiểu	tʰ iə w 4
thiệu	tʰ iə w 6
thím	tʰ i m 5
thin	tʰ i n 1
thín	tʰ i n 5
thìn	tʰ i n 2
thinh	tʰ i ɲ 1
thính	tʰ i ɲ 5
thình	tʰ i ɲ 2
thỉnh	tʰ i ɲ 4
thịnh	tʰ i ɲ 6
thíp	tʰ i p 5
thít	tʰ i t 5
thịt	tʰ i t 6
thiu	tʰ i w 1
thìu	tʰ i w 2
thỉu	tʰ i w 4
thịu	tʰ i w 6
tho	tʰ ɔ 1
thó	tʰ ɔ 5
thò	tʰ ɔ 2
thô	tʰ o 1
thố	tʰ o 5
thồ	tʰ o 2
thỏ	tʰ ɔ 4
thơ	tʰ ɤ 1
thổ	tʰ o 4
thọ	tʰ ɔ 6
thớ	tʰ ɤ 5
thờ	tʰ ɤ 2
thở	tʰ ɤ 4
thợ	tʰ ɤ 6
thoa	tʰw ʷa 1
thoả	tʰw ʷa 4
thóa	tʰw ʷa 5
thòa	tʰw ʷa 2
thõa	tʰw ʷa 3
thỏa	tʰw ʷa 4
thoai	tʰw a j 1
thoái	tʰw a j 5
thoải	tʰw a j 4
thoại	tʰw a j 6
thoán	tʰw ʷa n 5
thoàn	tʰw ʷa n 2
thoăn	tʰw ʷă n 1
thoang	tʰw ʷa ŋ 1
thoáng	tʰw ʷa ŋ 5
thoắng	tʰw ʷă ŋ 5
thoảng	tʰw ʷa ŋ 4
thoát	tʰw ʷa t 5
thoắt	tʰw ʷă t 5
thoạt	tʰw ʷa t 6
thóc	tʰ ɔ k͡p 5
thốc	tʰ o k͡p 5
thọc	tʰ ɔ k͡p 6
thộc	tʰ o k͡p 6
thoi	tʰ ɔ j 1
thói	tʰ ɔ j 5
thòi	tʰ ɔ j 2
thôi	tʰ o j 1
thối	tʰ o j 5
thồi	tʰ o j 2
thỏi	tʰ ɔ j 4
thơi	tʰ ɤ j 1
thổi	tʰ o j 4
thới	tʰ ɤ j 5
thời	tʰ ɤ j 2
thom	tʰ ɔ m 1
thòm	tʰ ɔ m 2
thồm	tʰ o m 2
thỏm	tʰ ɔ m 4
thơm	tʰ ɤ m 1
thon	tʰ ɔ n 1
thôn	tʰ o n 1
thốn	tʰ o n 5
thồn	tʰ o n 2
thơn	tʰ ɤ n 1
thổn	tʰ o n 4
thờn	tʰ ɤ n 2
thộn	tʰ o n 6
thong	tʰ ɔ ŋ͡m 1
thòng	tʰ ɔ ŋ͡m 2
thông	tʰ o ŋ͡m 1
thõng	tʰ ɔ ŋ͡m 3
thống	tʰ o ŋ͡m 5
thóp	tʰ ɔ p 5
thộp	tʰ o p 6
thót	tʰ ɔ t 5
thốt	tʰ o t 5
thọt	tʰ ɔ t 6
thớt	tʰ ɤ t 5
thợt	tʰ ɤ t 6
thu	tʰ u 1
thú	tʰ u 5
thù	tʰ u 2
thủ	tʰ u 4
thư	tʰ ɯ 1
thụ	tʰ u 6
thứ	tʰ ɯ 5
thừ	tʰ ɯ 2
thử	tʰ ɯ 4
thự	tʰ ɯ 6
thua	tʰ uə 1
thùa	tʰ uə 2
thủa	tʰ uə 4
thưa	tʰ ɯə 1
thừa	tʰ ɯə 2
thửa	tʰ ɯə 4
thuấn	tʰw ʷɤ̆ n 5
thuần	tʰw ʷɤ̆ n 2
thuẫn	tʰw ʷɤ̆ n 3
thuẩn	tʰw ʷɤ̆ n 4
thuận	tʰw ʷɤ̆ n 6
thuật	tʰw ʷɤ̆ t 6
thúc	tʰ u k͡p 5
thục	tʰ u k͡p 6
thức	tʰ ɯ k 5
thực	tʰ ɯ k 6
thuê	tʰw ʷe 1
thuế	tʰw ʷe 5
thuể	tʰw ʷe 4
thui	tʰ u j 1
thúi	tʰ u j 5
thùi	tʰ u j 2
thủi	tʰ u j 4
thụi	tʰ u j 6
thum	tʰ u m 1
thùm	tʰ u m 2
thủm	tʰ u m 4
thun	tʰ u n 1
thung	tʰ u ŋ͡m 1
thúng	tʰ u ŋ͡m 5
thùng	tʰ u ŋ͡m 2
thũng	tʰ u ŋ͡m 3
thủng	tʰ u ŋ͡m 4
thưng	tʰ ɯ ŋ 1
thụng	tʰ u ŋ͡m 6
thừng	tʰ ɯ ŋ 2
thững	tʰ ɯ ŋ 3
thuở	tʰ uə 4
thuốc	tʰ uə k 5
thuộc	tʰ uə k 6
thước	tʰ ɯə k 5
thược	tʰ ɯə k 6
thưỡi	tʰ ɯə j 3
thuộm	tʰ uə m 6
thuôn	tʰ uə n 1
thuốn	tʰ uə n 5
thuồn	tʰ uə n 2
thuỗn	tʰ uə n 3
thườn	tʰ ɯə n 2
thưỡn	tʰ ɯə n 3
thuồng	tʰ uə ŋ 2
thuơng	tʰ uə ŋ 1
thuổng	tʰ uə ŋ 4
thương	tʰ ɯə ŋ 1
thường	tʰ ɯə ŋ 2
thưởng	tʰ ɯə ŋ 4
thượng	tʰ ɯə ŋ 6
thuột	tʰ uə t 6
thướt	tʰ ɯə t 5
thượt	tʰ ɯə t 6
thụp	tʰ u p 6
thút	tʰ u t 5
thụt	tʰ u t 6
thuý	tʰw ʷi 5
thuỳ	tʰw ʷi 2
thuỷ	tʰ u j 4
thuỵ	tʰw ʷi 6
thúy	tʰ u j 5
thùy	tʰ u j 2
thủy	tʰ u j 4
thụy	tʰ u j 6
thuyên	tʰw ʷiə n 1
thuyền	tʰw ʷiə n 2
thuyết	tʰw ʷiə t 5
ti	t i 1
tí	t i 5
tì	t i 2
tĩ	t i 3
tỉ	t i 4
tị	t i 6
tia	t iə 1
tía	t iə 5
tỉa	t iə 4
tích	t i tʃ 5
tịch	t i tʃ 6
tiếc	t iə k 5
tiệc	t iə k 6
tiêm	t iə m 1
tiếm	t iə m 5
tiềm	t iə m 2
tiệm	t iə m 6
tiên	t iə n 1
tiến	t iə n 5
tiền	t iə n 2
tiễn	t iə n 3
tiẻn	t i ' n
tiện	t iə n 6
tiêng	t iə ŋ 1
tiếng	t iə ŋ 5
tiếp	t iə p 5
tiệp	t iə p 6
tiết	t iə t 5
tiệt	t iə t 6
tiêu	t iə w 1
tiêù	t i ê ù
tiếu	t iə w 5
tiều	t iə w 2
tiễu	t iə w 3
tiểu	t iə w 4
tim	t i m 1
tím	t i m 5
tìm	t i m 2
tỉm	t i m 4
tin	t i n 1
tín	t i n 5
tinh	t i ɲ 1
tính	t i ɲ 5
tình	t i ɲ 2
tĩnh	t i ɲ 3
tỉnh	t i ɲ 4
tịnh	t i ɲ 6
típ	t i p 5
tít	t i t 5
tịt	t i t 6
tiu	t i w 1
tíu	t i w 5
tĩu	t i w 3
tịu	t i w 6
tivi	t i v i
to	t ɔ 1
tó	t ɔ 5
tò	t ɔ 2
tô	t o 1
tố	t o 5
tồ	t o 2
tỏ	t ɔ 4
tơ	t ɤ 1
tổ	t o 4
tớ	t ɤ 5
tờ	t ɤ 2
tộ	t o 6
tợ	t ɤ 6
toa	tw ʷa 1
toà	tw ʷa 2
toả	tw ʷa 4
toạ	tw ʷa 6
tòa	tw ʷa 2
tỏa	tw ʷa 4
tọa	tw ʷa 6
toác	tw ʷa k 5
toạc	tw ʷa k 6
toái	tw a j 5
toài	tw a j 2
toại	tw a j 6
toan	tw ʷa n 1
toán	tw ʷa n 5
toàn	tw ʷa n 2
toản	tw ʷa n 4
toang	tw ʷa ŋ 1
toáng	tw ʷa ŋ 5
toàng	tw ʷa ŋ 2
toanh	tw ʷa ɲ 1
toát	tw ʷa t 5
toáy	tw ă j 5
tóc	t ɔ k͡p 5
tốc	t o k͡p 5
tọc	t ɔ k͡p 6
tộc	t o k͡p 6
toe	tw ʷɛ 1
toé	tw ʷɛ 5
toẽ	tw ʷɛ 3
tóe	tw ʷɛ 5
tòe	tw ʷɛ 2
tỏe	tw ʷɛ 4
toen	tw ʷɛ n 1
toèn	tw ʷɛ n 2
toét	tw ʷɛ t 5
toẹt	tw ʷɛ t 6
toi	t ɔ j 1
tói	t ɔ j 5
tòi	t ɔ j 2
tôi	t o j 1
tối	t o j 5
tồi	t o j 2
tỏi	t ɔ j 4
tơi	t ɤ j 1
tới	t ɤ j 5
tời	t ɤ j 2
tội	t o j 6
toilet	t ɔ ɪ ' 5   l ə t ' 1
tom	t ɔ m 1
tóm	t ɔ m 5
tòm	t ɔ m 2
tôm	t o m 1
tõm	t ɔ m 3
tỏm	t ɔ m 4
tởm	t ɤ m 4
ton	t ɔ n 1
tòn	t ɔ n 2
tôn	t o n 1
tốn	t o n 5
tồn	t o n 2
tổn	t o n 4
tớn	t ɤ n 5
tợn	t ɤ n 6
tong	t ɔ ŋ͡m 1
tòng	t ɔ ŋ͡m 2
tông	t o ŋ͡m 1
tống	t o ŋ͡m 5
tồng	t o ŋ͡m 2
tỏng	t ɔ ŋ͡m 4
tổng	t o ŋ͡m 4
tọng	t ɔ ŋ͡m 6
toong	t o ŋ͡m 1
toòng	t ɔ ŋ͡m 2
top	t ɔ p 1
tóp	t ɔ p 5
tốp	t o p 5
tọp	t ɔ p 6
tớp	t ɤ p 5
tợp	t ɤ p 6
tót	t ɔ t 5
tốt	t o t 5
tọt	t ɔ t 6
tớt	t ɤ t 5
tột	t o t 6
tout	t a ʊ t ' 5
tr	t r
tra	ʈ a 1
trá	ʈ a 5
trà	ʈ a 2
trã	ʈ a 3
trả	ʈ a 4
trác	ʈ a k 5
trắc	ʈ ă k 5
trạc	ʈ a k 6
trặc	ʈ ă k 6
trách	ʈ a tʃ 5
trạch	ʈ a tʃ 6
trai	ʈ a j 1
trái	ʈ a j 5
trài	ʈ a j 2
trãi	ʈ a j 3
trải	ʈ a j 4
trại	ʈ a j 6
tram	ʈ a m 1
trám	ʈ a m 5
tràm	ʈ a m 2
trâm	ʈ ɤ̆ m 1
trăm	ʈ ă m 1
trầm	ʈ ɤ̆ m 2
trắm	ʈ ă m 5
trằm	ʈ ă m 2
trẫm	ʈ ɤ̆ m 3
trảm	ʈ a m 4
trạm	ʈ a m 6
trậm	ʈ ɤ̆ m 6
tran	ʈ a n 1
trán	ʈ a n 5
tràn	ʈ a n 2
trân	ʈ ɤ̆ n 1
trăn	ʈ ă n 1
trấn	ʈ ɤ̆ n 5
trần	ʈ ɤ̆ n 2
trằn	ʈ ă n 2
trẩn	ʈ ɤ̆ n 4
trận	ʈ ɤ̆ n 6
trặn	ʈ ă n 6
trang	ʈ a ŋ 1
tráng	ʈ a ŋ 5
tràng	ʈ a ŋ 2
trâng	ʈ ɤ̆ ŋ 1
trăng	ʈ ă ŋ 1
trắng	ʈ ă ŋ 5
trảng	ʈ a ŋ 4
trạng	ʈ a ŋ 6
tranh	ʈ ɛ ɲ 1
tránh	ʈ ɛ ɲ 5
trành	ʈ ɛ ɲ 2
trao	ʈ a w 1
tráo	ʈ a w 5
trào	ʈ a w 2
trảo	ʈ a w 4
trạo	ʈ a w 6
tráp	ʈ a p 5
trấp	ʈ ɤ̆ p 5
trập	ʈ ɤ̆ p 6
trát	ʈ a t 5
trắt	ʈ ă t 5
trật	ʈ ɤ̆ t 6
trau	ʈ ă w 1
tràu	ʈ ă w 2
trâu	ʈ ɤ̆ w 1
trấu	ʈ ɤ̆ w 5
trầu	ʈ ɤ̆ w 2
trảu	ʈ ă w 4
trẩu	ʈ ɤ̆ w 4
trày	ʈ ă j 2
trây	ʈ ɤ̆ j 1
trầy	ʈ ɤ̆ j 2
trảy	ʈ ă j 4
trẩy	ʈ ɤ̆ j 4
trạy	ʈ ă j 6
tre	ʈ ɛ 1
trè	ʈ ɛ 2
trê	ʈ e 1
trẽ	ʈ ɛ 3
trề	ʈ e 2
trễ	ʈ e 3
trẻ	ʈ ɛ 4
trể	ʈ e 4
trẹ	ʈ ɛ 6
trệ	ʈ e 6
trếch	ʈ e tʃ 5
trệch	ʈ e tʃ 6
trém	ʈ ɛ m 5
trèm	ʈ ɛ m 2
trèn	ʈ ɛ n 2
trên	ʈ e n 1
trẽn	ʈ ɛ n 3
treo	ʈ eo 1
tréo	ʈ eo 5
trèo	ʈ eo 2
trẻo	ʈ eo 4
trẹo	ʈ eo 6
trét	ʈ ɛ t 5
trết	ʈ e t 5
trẹt	ʈ ɛ t 6
trệt	ʈ e t 6
trêu	ʈ ɛu 1
trệu	ʈ ɛu 6
tri	ʈ i 1
trí	ʈ i 5
trì	ʈ i 2
trĩ	ʈ i 3
trị	ʈ i 6
trỉa	ʈ iə 4
trịa	ʈ iə 6
trích	ʈ i tʃ 5
trịch	ʈ i tʃ 6
triến	ʈ iə n 5
triền	ʈ iə n 2
triển	ʈ iə n 4
triện	ʈ iə n 6
triêng	ʈ iə ŋ 1
triềng	ʈ iə ŋ 2
triệng	ʈ iə ŋ 6
triết	ʈ iə t 5
triệt	ʈ iə t 6
triêu	ʈ iə w 1
triều	ʈ iə w 2
triệu	ʈ iə w 6
trinh	ʈ i ɲ 1
trình	ʈ i ɲ 2
trĩnh	ʈ i ɲ 3
trịnh	ʈ i ɲ 6
trít	ʈ i t 5
trịt	ʈ i t 6
trìu	ʈ i w 2
trĩu	ʈ i w 3
tro	ʈ ɔ 1
trò	ʈ ɔ 2
trô	ʈ o 1
trố	ʈ o 5
trồ	ʈ o 2
trỗ	ʈ o 3
trỏ	ʈ ɔ 4
trơ	ʈ ɤ 1
trổ	ʈ o 4
trọ	ʈ ɔ 6
trớ	ʈ ɤ 5
trờ	ʈ ɤ 2
trộ	ʈ o 6
trở	ʈ ɤ 4
trợ	ʈ ɤ 6
tróc	ʈ ɔ k͡p 5
trốc	ʈ o k͡p 5
trọc	ʈ ɔ k͡p 6
trộc	ʈ o k͡p 6
troi	ʈ ɔ j 1
trói	ʈ ɔ j 5
tròi	ʈ ɔ j 2
trôi	ʈ o j 1
trối	ʈ o j 5
trồi	ʈ o j 2
trỗi	ʈ o j 3
trỏi	ʈ ɔ j 4
trơi	ʈ ɤ j 1
trổi	ʈ o j 4
trọi	ʈ ɔ j 6
trời	ʈ ɤ j 2
trội	ʈ o j 6
tróm	ʈ ɔ m 5
tròm	ʈ ɔ m 2
trôm	ʈ o m 1
trõm	ʈ ɔ m 3
trộm	ʈ o m 6
tron	ʈ ɔ n 1
tròn	ʈ ɔ n 2
trôn	ʈ o n 1
trõn	ʈ ɔ n 3
trốn	ʈ o n 5
trơn	ʈ ɤ n 1
trọn	ʈ ɔ n 6
trớn	ʈ ɤ n 5
trờn	ʈ ɤ n 2
trộn	ʈ o n 6
trợn	ʈ ɤ n 6
trong	ʈ ɔ ŋ͡m 1
tróng	ʈ ɔ ŋ͡m 5
tròng	ʈ ɔ ŋ͡m 2
trông	ʈ o ŋ͡m 1
trống	ʈ o ŋ͡m 5
trồng	ʈ o ŋ͡m 2
trỏng	ʈ ɔ ŋ͡m 4
trổng	ʈ o ŋ͡m 4
trọng	ʈ ɔ ŋ͡m 6
trớp	ʈ ɤ p 5
trót	ʈ ɔ t 5
trọt	ʈ ɔ t 6
trớt	ʈ ɤ t 5
trợt	ʈ ɤ t 6
tru	ʈ u 1
trú	ʈ u 5
trù	ʈ u 2
trủ	ʈ u 4
trư	ʈ ɯ 1
trụ	ʈ u 6
trứ	ʈ ɯ 5
trừ	ʈ ɯ 2
trữ	ʈ ɯ 3
trự	ʈ ɯ 6
trưa	ʈ ɯə 1
trụa	ʈ uə 6
trừa	ʈ ɯə 2
truân	ʈw ʷɤ̆ n 1
truất	ʈw ʷɤ̆ t 5
truật	ʈw ʷɤ̆ t 6
trúc	ʈ u k͡p 5
trục	ʈ u k͡p 6
trực	ʈ ɯ k 6
trui	ʈ u j 1
trùi	ʈ u j 2
trũi	ʈ u j 3
trụi	ʈ u j 6
trúm	ʈ u m 5
trùm	ʈ u m 2
trụm	ʈ u m 6
trun	ʈ u n 1
trùn	ʈ u n 2
trụn	ʈ u n 6
trung	ʈ u ŋ͡m 1
trúng	ʈ u ŋ͡m 5
trùng	ʈ u ŋ͡m 2
trũng	ʈ u ŋ͡m 3
trủng	ʈ u ŋ͡m 4
trưng	ʈ ɯ ŋ 1
trụng	ʈ u ŋ͡m 6
trứng	ʈ ɯ ŋ 5
trừng	ʈ ɯ ŋ 2
trửng	ʈ ɯ ŋ 4
trước	ʈ ɯə k 5
trườn	ʈ ɯə n 2
truông	ʈ uə ŋ 1
truồng	ʈ uə ŋ 2
trương	ʈ ɯə ŋ 1
trướng	ʈ ɯə ŋ 5
trường	ʈ ɯə ŋ 2
trưỡng	ʈ ɯə ŋ 3
trưởng	ʈ ɯə ŋ 4
trượng	ʈ ɯə ŋ 6
truột	ʈ uə t 6
trượt	ʈ ɯə t 6
trụp	ʈ u p 6
trút	ʈ u t 5
trụt	ʈ u t 6
trừu	ʈ ɯ w 2
truy	ʈw ʷi 1
truỵ	ʈw ʷi 6
trụy	ʈ u j 6
truyền	ʈw ʷiə n 2
truyện	ʈw ʷiə n 6
tu	t u 1
tú	t u 5
tù	t u 2
tủ	t u 4
tư	t ɯ 1
tụ	t u 6
tứ	t ɯ 5
từ	t ɯ 2
tử	t ɯ 4
tự	t ɯ 6
tua	t uə 1
túa	t uə 5
tùa	t uə 2
tủa	t uə 4
tưa	t ɯə 1
tứa	t ɯə 5
tửa	t ɯə 4
tựa	t ɯə 6
tuân	tw ʷɤ̆ n 1
tuấn	tw ʷɤ̆ n 5
tuần	tw ʷɤ̆ n 2
tuất	tw ʷɤ̆ t 5
túc	t u k͡p 5
tục	t u k͡p 6
tức	t ɯ k 5
tuế	tw ʷe 5
tuệ	tw ʷe 6
tuếch	tw ʷe tʃ 5
tuệch	tw ʷe tʃ 6
tui	t u j 1
túi	t u j 5
tủi	t u j 4
tụi	t u j 6
tum	t u m 1
túm	t u m 5
tùm	t u m 2
tũm	t u m 3
tủm	t u m 4
tụm	t u m 6
tun	t u n 1
tủn	t u n 4
tung	t u ŋ͡m 1
túng	t u ŋ͡m 5
tùng	t u ŋ͡m 2
tủng	t u ŋ͡m 4
tưng	t ɯ ŋ 1
tụng	t u ŋ͡m 6
từng	t ɯ ŋ 2
tửng	t ɯ ŋ 4
tuộc	t uə k 6
tước	t ɯə k 5
tược	t ɯə k 6
tuổi	t uə j 4
tươi	t ɯə j 1
tưới	t ɯə j 5
tưởi	t ɯə j 4
tươm	t ɯə m 1
tườm	t ɯə m 2
tuôn	t uə n 1
tuồn	t uə n 2
tướn	t ɯə n 5
tuông	t uə ŋ 1
tuồng	t uə ŋ 2
tương	t ɯə ŋ 1
tướng	t ɯə ŋ 5
tường	t ɯə ŋ 2
tưởng	t ɯə ŋ 4
tượng	t ɯə ŋ 6
tướp	t ɯə p 5
tượp	t ɯə p 6
tuốt	t uə t 5
tuột	t uə t 6
tướt	t ɯə t 5
tượt	t ɯə t 6
tườu	t ɯə w 2
túp	t u p 5
tút	t u t 5
tụt	t u t 6
tửu	t ɯ w 4
tựu	t ɯ w 6
tuy	tw ʷi 1
tuý	tw ʷi 5
tuỳ	t u j 2
tuỷ	tw ʷi 4
tuỵ	tw ʷi 6
túy	t u j 5
tùy	t u j 2
tủy	t u j 4
tụy	t u j 6
tuyên	tw ʷiə n 1
tuyến	tw ʷiə n 5
tuyền	tw ʷiə n 2
tuyển	tw ʷiə n 4
tuyết	tw ʷiə t 5
tuyệt	tw ʷiə t 6
tuyn	tw ʷi n 1
tuýp	tw ʷi p 5
tuýt	tw ʷi t 5
ty	t i 1
tý	t i 5
